id,type,type_id
tm982470,MOVIE,1
tm1036797,MOVIE,1
ts222942,SHOW,2
ts222687,SHOW,2
ts223098,SHOW,2
tm888243,MOVIE,1
tm863611,MOVIE,1
tm1092864,MOVIE,1
tm156001,MOVIE,1
ts223240,SHOW,2
tm858954,MOVIE,1
ts222835,SHOW,2
tm871330,MOVIE,1
tm844662,MOVIE,1
tm1027639,MOVIE,1
tm843276,MOVIE,1
ts272185,SHOW,2
ts23319,SHOW,2
ts222802,SHOW,2
tm852775,MOVIE,1
tm984204,MOVIE,1
tm148147,MOVIE,1
tm1187913,MOVIE,1
tm844642,MOVIE,1
ts222933,SHOW,2
ts226468,SHOW,2
tm863829,MOVIE,1
ts87361,SHOW,2
tm846166,MOVIE,1
tm1166288,MOVIE,1
ts68146,SHOW,2
tm845616,MOVIE,1
ts221041,SHOW,2
tm936236,MOVIE,1
tm856378,MOVIE,1
tm1022912,MOVIE,1
tm849599,MOVIE,1
ts222864,SHOW,2
tm1151272,MOVIE,1
ts223126,SHOW,2
tm979182,MOVIE,1
ts270910,SHOW,2
ts222917,SHOW,2
tm845607,MOVIE,1
tm845020,MOVIE,1
tm846586,MOVIE,1
tm830795,MOVIE,1
ts12815,SHOW,2
ts223210,SHOW,2
tm843768,MOVIE,1
tm844513,MOVIE,1
ts222901,SHOW,2
tm977704,MOVIE,1
ts223537,SHOW,2
ts227473,SHOW,2
tm1110205,MOVIE,1
tm998033,MOVIE,1
ts222606,SHOW,2
tm976519,MOVIE,1
tm845532,MOVIE,1
tm847630,MOVIE,1
tm872108,MOVIE,1
tm845415,MOVIE,1
tm846964,MOVIE,1
ts223589,SHOW,2
tm845535,MOVIE,1
tm845484,MOVIE,1
ts219080,SHOW,2
ts87471,SHOW,2
tm844208,MOVIE,1
tm872496,MOVIE,1
tm897794,MOVIE,1
ts218890,SHOW,2
tm919864,MOVIE,1
ts223981,SHOW,2
tm990972,MOVIE,1
tm872732,MOVIE,1
ts223982,SHOW,2
ts230973,SHOW,2
tm1142245,MOVIE,1
tm143938,MOVIE,1
tm873159,MOVIE,1
ts231159,SHOW,2
ts224261,SHOW,2
tm983722,MOVIE,1
tm898699,MOVIE,1
tm847085,MOVIE,1
ts314742,SHOW,2
ts231260,SHOW,2
tm873354,MOVIE,1
tm873357,MOVIE,1
tm855827,MOVIE,1
ts223759,SHOW,2
tm946795,MOVIE,1
tm850822,MOVIE,1
tm873655,MOVIE,1
ts75263,SHOW,2
tm847629,MOVIE,1
tm851860,MOVIE,1
ts223456,SHOW,2
tm941531,MOVIE,1
ts80720,SHOW,2
tm1019865,MOVIE,1
tm844978,MOVIE,1
ts221472,SHOW,2
ts223121,SHOW,2
tm1166024,MOVIE,1
tm942240,MOVIE,1
tm131038,MOVIE,1
tm839761,MOVIE,1
tm854454,MOVIE,1
ts225539,SHOW,2
ts226410,SHOW,2
tm851128,MOVIE,1
ts288353,SHOW,2
ts82085,SHOW,2
tm839411,MOVIE,1
ts223948,SHOW,2
tm848444,MOVIE,1
tm863992,MOVIE,1
tm62369,MOVIE,1
tm851346,MOVIE,1
ts224906,SHOW,2
ts232107,SHOW,2
ts284885,SHOW,2
tm859005,MOVIE,1
tm954297,MOVIE,1
ts224859,SHOW,2
ts35628,SHOW,2
tm1024062,MOVIE,1
tm852996,MOVIE,1
tm36164,MOVIE,1
tm1027081,MOVIE,1
tm851499,MOVIE,1
ts232506,SHOW,2
ts189629,SHOW,2
tm173195,MOVIE,1
tm875736,MOVIE,1
tm846354,MOVIE,1
tm893874,MOVIE,1
tm926528,MOVIE,1
tm917974,MOVIE,1
tm1003034,MOVIE,1
tm876083,MOVIE,1
tm851599,MOVIE,1
ts306090,SHOW,2
tm917822,MOVIE,1
ts302312,SHOW,2
tm985550,MOVIE,1
tm876608,MOVIE,1
ts233367,SHOW,2
tm1142224,MOVIE,1
ts285422,SHOW,2
tm36636,MOVIE,1
ts304505,SHOW,2
tm852728,MOVIE,1
ts273318,SHOW,2
ts233530,SHOW,2
tm876997,MOVIE,1
ts225377,SHOW,2
tm998726,MOVIE,1
ts22005,SHOW,2
ts233732,SHOW,2
tm854669,MOVIE,1
tm154375,MOVIE,1
tm1087956,MOVIE,1
tm846630,MOVIE,1
tm877456,MOVIE,1
ts224303,SHOW,2
tm946869,MOVIE,1
tm993670,MOVIE,1
ts90789,SHOW,2
tm853910,MOVIE,1
tm856945,MOVIE,1
tm925186,MOVIE,1
ts223192,SHOW,2
tm877681,MOVIE,1
tm877746,MOVIE,1
tm453850,MOVIE,1
tm52352,MOVIE,1
tm102337,MOVIE,1
tm937814,MOVIE,1
tm35895,MOVIE,1
tm854261,MOVIE,1
tm57586,MOVIE,1
tm898842,MOVIE,1
ts223895,SHOW,2
tm1033470,MOVIE,1
tm858000,MOVIE,1
tm857399,MOVIE,1
tm856593,MOVIE,1
ts222325,SHOW,2
tm878333,MOVIE,1
tm981676,MOVIE,1
tm1047951,MOVIE,1
ts225544,SHOW,2
ts234505,SHOW,2
ts227305,SHOW,2
ts226588,SHOW,2
tm857397,MOVIE,1
ts315066,SHOW,2
ts234501,SHOW,2
tm878492,MOVIE,1
tm878495,MOVIE,1
ts225787,SHOW,2
ts225645,SHOW,2
tm878575,MOVIE,1
ts242210,SHOW,2
tm1101878,MOVIE,1
tm54147,MOVIE,1
tm152724,MOVIE,1
ts234817,SHOW,2
tm933447,MOVIE,1
tm857187,MOVIE,1
tm878842,MOVIE,1
tm1080697,MOVIE,1
tm971819,MOVIE,1
tm142564,MOVIE,1
ts225708,SHOW,2
tm878995,MOVIE,1
tm59880,MOVIE,1
tm1022103,MOVIE,1
tm1040337,MOVIE,1
tm1138477,MOVIE,1
ts288065,SHOW,2
tm863280,MOVIE,1
ts222988,SHOW,2
tm881162,MOVIE,1
tm907704,MOVIE,1
ts268592,SHOW,2
tm879556,MOVIE,1
tm879609,MOVIE,1
tm879685,MOVIE,1
tm1138870,MOVIE,1
tm918777,MOVIE,1
ts237109,SHOW,2
ts235563,SHOW,2
ts283080,SHOW,2
ts235689,SHOW,2
ts57080,SHOW,2
ts235916,SHOW,2
tm1143258,MOVIE,1
tm881984,MOVIE,1
tm852097,MOVIE,1
ts237104,SHOW,2
ts226617,SHOW,2
ts226602,SHOW,2
tm898285,MOVIE,1
ts287045,SHOW,2
ts237096,SHOW,2
ts227412,SHOW,2
tm881891,MOVIE,1
tm883070,MOVIE,1
tm866782,MOVIE,1
tm853783,MOVIE,1
ts21197,SHOW,2
tm855075,MOVIE,1
tm1037519,MOVIE,1
tm887450,MOVIE,1
ts225410,SHOW,2
ts236531,SHOW,2
tm884369,MOVIE,1
ts218888,SHOW,2
tm886188,MOVIE,1
tm150521,MOVIE,1
tm854682,MOVIE,1
ts236332,SHOW,2
tm882887,MOVIE,1
ts236747,SHOW,2
ts244930,SHOW,2
ts242244,SHOW,2
ts215718,SHOW,2
ts236051,SHOW,2
tm885948,MOVIE,1
tm899554,MOVIE,1
tm34524,MOVIE,1
tm414584,MOVIE,1
ts45322,SHOW,2
tm883441,MOVIE,1
ts235979,SHOW,2
ts237071,SHOW,2
ts25765,SHOW,2
ts78913,SHOW,2
ts154625,SHOW,2
ts239188,SHOW,2
tm887369,MOVIE,1
tm34331,MOVIE,1
tm97544,MOVIE,1
tm855483,MOVIE,1
tm849937,MOVIE,1
ts237487,SHOW,2
tm1075698,MOVIE,1
ts237111,SHOW,2
tm904862,MOVIE,1
ts236653,SHOW,2
tm887052,MOVIE,1
ts237556,SHOW,2
ts236769,SHOW,2
ts236725,SHOW,2
tm975616,MOVIE,1
tm16812,MOVIE,1
tm93225,MOVIE,1
ts60663,SHOW,2
ts237208,SHOW,2
tm30205,MOVIE,1
tm32915,MOVIE,1
tm52176,MOVIE,1
ts243780,SHOW,2
tm866495,MOVIE,1
tm890674,MOVIE,1
ts29581,SHOW,2
ts251675,SHOW,2
tm44378,MOVIE,1
tm894241,MOVIE,1
ts225430,SHOW,2
ts222609,SHOW,2
tm849871,MOVIE,1
tm856545,MOVIE,1
tm898322,MOVIE,1
tm833382,MOVIE,1
tm94606,MOVIE,1
tm1087383,MOVIE,1
tm37945,MOVIE,1
ts240453,SHOW,2
tm156575,MOVIE,1
ts237560,SHOW,2
ts237513,SHOW,2
tm90864,MOVIE,1
ts82281,SHOW,2
ts243189,SHOW,2
tm892081,MOVIE,1
tm893510,MOVIE,1
ts34414,SHOW,2
tm1087461,MOVIE,1
tm147211,MOVIE,1
tm893680,MOVIE,1
tm896246,MOVIE,1
ts240807,SHOW,2
ts242820,SHOW,2
ts84993,SHOW,2
ts329882,SHOW,2
tm1046627,MOVIE,1
tm212968,MOVIE,1
tm898773,MOVIE,1
tm901947,MOVIE,1
tm901961,MOVIE,1
ts77405,SHOW,2
ts256783,SHOW,2
tm890479,MOVIE,1
tm49865,MOVIE,1
tm217228,MOVIE,1
tm1000551,MOVIE,1
tm902993,MOVIE,1
tm148041,MOVIE,1
ts241248,SHOW,2
ts241246,SHOW,2
ts250920,SHOW,2
ts241296,SHOW,2
tm28024,MOVIE,1
ts236850,SHOW,2
tm902870,MOVIE,1
ts223404,SHOW,2
tm910612,MOVIE,1
ts250172,SHOW,2
tm1099342,MOVIE,1
tm910999,MOVIE,1
tm907872,MOVIE,1
ts238316,SHOW,2
tm1149814,MOVIE,1
ts250092,SHOW,2
ts237751,SHOW,2
ts223242,SHOW,2
tm155761,MOVIE,1
tm925785,MOVIE,1
tm842817,MOVIE,1
ts250803,SHOW,2
ts250801,SHOW,2
tm201222,MOVIE,1
tm1027712,MOVIE,1
tm908777,MOVIE,1
tm970327,MOVIE,1
ts252166,SHOW,2
ts267062,SHOW,2
tm918043,MOVIE,1
ts266966,SHOW,2
ts266898,SHOW,2
tm912415,MOVIE,1
tm946277,MOVIE,1
ts251094,SHOW,2
ts250997,SHOW,2
tm912373,MOVIE,1
ts250872,SHOW,2
ts251272,SHOW,2
ts250912,SHOW,2
tm912399,MOVIE,1
ts250871,SHOW,2
tm912400,MOVIE,1
tm912327,MOVIE,1
tm318206,MOVIE,1
tm917325,MOVIE,1
ts1464,SHOW,2
ts238242,SHOW,2
ts272463,SHOW,2
ts265991,SHOW,2
ts265844,SHOW,2
ts251119,SHOW,2
tm938466,MOVIE,1
tm810504,MOVIE,1
tm35652,MOVIE,1
ts251072,SHOW,2
ts85985,SHOW,2
tm976166,MOVIE,1
tm991529,MOVIE,1
tm853485,MOVIE,1
tm160371,MOVIE,1
tm234980,MOVIE,1
tm918026,MOVIE,1
tm853113,MOVIE,1
ts343427,SHOW,2
ts268758,SHOW,2
tm927926,MOVIE,1
ts251378,SHOW,2
tm918894,MOVIE,1
tm917999,MOVIE,1
tm918960,MOVIE,1
tm46867,MOVIE,1
tm965754,MOVIE,1
ts85953,SHOW,2
tm149209,MOVIE,1
ts314648,SHOW,2
ts264270,SHOW,2
ts251616,SHOW,2
ts251607,SHOW,2
tm1092075,MOVIE,1
tm965408,MOVIE,1
ts251617,SHOW,2
ts251621,SHOW,2
ts251512,SHOW,2
ts251618,SHOW,2
ts251615,SHOW,2
ts251782,SHOW,2
tm919082,MOVIE,1
ts251929,SHOW,2
tm50018,MOVIE,1
ts252141,SHOW,2
tm928541,MOVIE,1
tm1039147,MOVIE,1
tm919920,MOVIE,1
tm980097,MOVIE,1
tm921206,MOVIE,1
tm919880,MOVIE,1
ts26322,SHOW,2
tm810547,MOVIE,1
tm919903,MOVIE,1
ts252015,SHOW,2
tm1038355,MOVIE,1
ts237713,SHOW,2
tm44749,MOVIE,1
ts250800,SHOW,2
tm943774,MOVIE,1
tm458292,MOVIE,1
tm232673,MOVIE,1
tm86803,MOVIE,1
ts251560,SHOW,2
ts225102,SHOW,2
tm963182,MOVIE,1
tm183037,MOVIE,1
ts15986,SHOW,2
tm927033,MOVIE,1
tm963023,MOVIE,1
ts225101,SHOW,2
ts253288,SHOW,2
tm922532,MOVIE,1
ts252661,SHOW,2
ts88841,SHOW,2
tm1070032,MOVIE,1
tm947555,MOVIE,1
ts252318,SHOW,2
tm1066826,MOVIE,1
ts262246,SHOW,2
tm863808,MOVIE,1
ts262228,SHOW,2
tm357589,MOVIE,1
tm935993,MOVIE,1
tm138672,MOVIE,1
ts262037,SHOW,2
tm101609,MOVIE,1
tm166548,MOVIE,1
ts252341,SHOW,2
ts255418,SHOW,2
ts252695,SHOW,2
ts253722,SHOW,2
tm43179,MOVIE,1
ts252122,SHOW,2
tm1037704,MOVIE,1
tm929600,MOVIE,1
ts252856,SHOW,2
ts254600,SHOW,2
ts254293,SHOW,2
tm1039422,MOVIE,1
ts254817,SHOW,2
ts328194,SHOW,2
tm135451,MOVIE,1
tm38454,MOVIE,1
ts261583,SHOW,2
tm929614,MOVIE,1
ts89372,SHOW,2
tm927286,MOVIE,1
ts256134,SHOW,2
tm934040,MOVIE,1
ts254537,SHOW,2
tm1191224,MOVIE,1
tm1102226,MOVIE,1
ts254767,SHOW,2
tm974195,MOVIE,1
ts273245,SHOW,2
tm244149,MOVIE,1
tm960924,MOVIE,1
tm1048362,MOVIE,1
tm1037687,MOVIE,1
tm1080114,MOVIE,1
tm935941,MOVIE,1
ts225718,SHOW,2
tm990983,MOVIE,1
ts260502,SHOW,2
ts260477,SHOW,2
tm960414,MOVIE,1
tm1092958,MOVIE,1
tm960430,MOVIE,1
tm931330,MOVIE,1
tm938333,MOVIE,1
ts253813,SHOW,2
tm1065788,MOVIE,1
tm1003630,MOVIE,1
ts255104,SHOW,2
tm1003725,MOVIE,1
tm1172010,MOVIE,1
tm960145,MOVIE,1
tm921230,MOVIE,1
tm923612,MOVIE,1
ts283676,SHOW,2
tm1028026,MOVIE,1
tm1088320,MOVIE,1
tm938434,MOVIE,1
tm1046026,MOVIE,1
ts254592,SHOW,2
tm937265,MOVIE,1
tm140653,MOVIE,1
ts76645,SHOW,2
tm959213,MOVIE,1
tm130574,MOVIE,1
ts254916,SHOW,2
tm958984,MOVIE,1
tm943808,MOVIE,1
tm945435,MOVIE,1
tm945831,MOVIE,1
tm945168,MOVIE,1
ts286317,SHOW,2
ts58025,SHOW,2
ts255880,SHOW,2
tm937044,MOVIE,1
tm958688,MOVIE,1
tm1049265,MOVIE,1
ts21740,SHOW,2
tm954303,MOVIE,1
ts255037,SHOW,2
ts251028,SHOW,2
tm977464,MOVIE,1
tm155774,MOVIE,1
tm944631,MOVIE,1
tm957903,MOVIE,1
ts269844,SHOW,2
tm957792,MOVIE,1
tm101334,MOVIE,1
tm183523,MOVIE,1
ts255486,SHOW,2
ts258415,SHOW,2
tm943718,MOVIE,1
tm56428,MOVIE,1
tm145243,MOVIE,1
ts258321,SHOW,2
tm1038857,MOVIE,1
ts255809,SHOW,2
tm918258,MOVIE,1
ts258169,SHOW,2
tm943771,MOVIE,1
tm954606,MOVIE,1
tm1000296,MOVIE,1
tm134407,MOVIE,1
ts268560,SHOW,2
ts257873,SHOW,2
tm944331,MOVIE,1
tm176630,MOVIE,1
ts304058,SHOW,2
tm946604,MOVIE,1
ts255823,SHOW,2
ts94470,SHOW,2
ts257817,SHOW,2
tm880822,MOVIE,1
tm945825,MOVIE,1
tm998899,MOVIE,1
tm34924,MOVIE,1
ts257504,SHOW,2
tm1073555,MOVIE,1
tm1040671,MOVIE,1
ts256072,SHOW,2
ts256309,SHOW,2
ts256297,SHOW,2
ts343432,SHOW,2
ts257345,SHOW,2
ts328605,SHOW,2
ts313781,SHOW,2
tm1029314,MOVIE,1
tm948607,MOVIE,1
ts257315,SHOW,2
tm984018,MOVIE,1
ts257301,SHOW,2
ts257271,SHOW,2
ts273229,SHOW,2
tm1043290,MOVIE,1
tm1108648,MOVIE,1
tm997608,MOVIE,1
ts330132,SHOW,2
tm947446,MOVIE,1
ts257243,SHOW,2
tm144835,MOVIE,1
tm1115392,MOVIE,1
tm1178876,MOVIE,1
ts316965,SHOW,2
ts317297,SHOW,2
tm949267,MOVIE,1
tm946801,MOVIE,1
tm926580,MOVIE,1
ts312071,SHOW,2
ts273485,SHOW,2
ts256311,SHOW,2
ts283284,SHOW,2
ts256606,SHOW,2
ts256710,SHOW,2
tm1063034,MOVIE,1
tm138497,MOVIE,1
tm1004219,MOVIE,1
ts256764,SHOW,2
tm1049290,MOVIE,1
tm881587,MOVIE,1
tm915354,MOVIE,1
tm34846,MOVIE,1
ts268890,SHOW,2
tm985215,MOVIE,1
tm957567,MOVIE,1
tm1005077,MOVIE,1
tm88045,MOVIE,1
tm980439,MOVIE,1
tm977997,MOVIE,1
tm1005109,MOVIE,1
tm941382,MOVIE,1
tm973536,MOVIE,1
ts271867,SHOW,2
ts274575,SHOW,2
tm981675,MOVIE,1
tm1005937,MOVIE,1
tm1038364,MOVIE,1
tm975398,MOVIE,1
ts269073,SHOW,2
ts269280,SHOW,2
tm981956,MOVIE,1
tm1006127,MOVIE,1
tm92977,MOVIE,1
ts331448,SHOW,2
tm982018,MOVIE,1
tm975765,MOVIE,1
ts268508,SHOW,2
tm1120509,MOVIE,1
tm1018418,MOVIE,1
tm977184,MOVIE,1
tm977772,MOVIE,1
ts268648,SHOW,2
ts269442,SHOW,2
ts275111,SHOW,2
ts269740,SHOW,2
ts268608,SHOW,2
ts301999,SHOW,2
tm976797,MOVIE,1
tm1031976,MOVIE,1
tm152413,MOVIE,1
tm1020293,MOVIE,1
ts282291,SHOW,2
ts31593,SHOW,2
tm130647,MOVIE,1
tm982569,MOVIE,1
tm977620,MOVIE,1
tm977782,MOVIE,1
tm1109843,MOVIE,1
tm983849,MOVIE,1
tm1020701,MOVIE,1
ts269157,SHOW,2
ts297729,SHOW,2
ts269286,SHOW,2
ts270439,SHOW,2
tm981451,MOVIE,1
ts269501,SHOW,2
ts288832,SHOW,2
tm1020851,MOVIE,1
tm1049317,MOVIE,1
tm984935,MOVIE,1
tm982887,MOVIE,1
tm980657,MOVIE,1
tm1018592,MOVIE,1
ts269690,SHOW,2
tm981770,MOVIE,1
tm925702,MOVIE,1
tm1120543,MOVIE,1
tm982100,MOVIE,1
ts269493,SHOW,2
ts269676,SHOW,2
tm1092892,MOVIE,1
ts271321,SHOW,2
tm983668,MOVIE,1
tm987599,MOVIE,1
ts29800,SHOW,2
tm983466,MOVIE,1
tm136257,MOVIE,1
ts271413,SHOW,2
ts268997,SHOW,2
ts310057,SHOW,2
ts270616,SHOW,2
tm993616,MOVIE,1
ts277126,SHOW,2
ts270405,SHOW,2
ts271025,SHOW,2
tm244274,MOVIE,1
tm831387,MOVIE,1
tm996996,MOVIE,1
ts270807,SHOW,2
ts269881,SHOW,2
tm1119136,MOVIE,1
tm1011188,MOVIE,1
tm1011248,MOVIE,1
tm988879,MOVIE,1
tm1111595,MOVIE,1
ts272515,SHOW,2
ts21688,SHOW,2
ts225162,SHOW,2
ts271048,SHOW,2
ts268835,SHOW,2
tm1102891,MOVIE,1
tm142153,MOVIE,1
tm988801,MOVIE,1
tm986700,MOVIE,1
tm1106212,MOVIE,1
ts270465,SHOW,2
tm103133,MOVIE,1
ts306322,SHOW,2
tm976632,MOVIE,1
tm92641,MOVIE,1
tm93055,MOVIE,1
tm1021689,MOVIE,1
tm181092,MOVIE,1
tm823350,MOVIE,1
tm988613,MOVIE,1
tm975741,MOVIE,1
tm1013111,MOVIE,1
ts268099,SHOW,2
ts314962,SHOW,2
tm985712,MOVIE,1
ts271593,SHOW,2
ts76771,SHOW,2
tm1013697,MOVIE,1
ts270798,SHOW,2
tm989672,MOVIE,1
tm834653,MOVIE,1
tm1166020,MOVIE,1
tm1077201,MOVIE,1
tm843345,MOVIE,1
ts271595,SHOW,2
tm991351,MOVIE,1
ts223115,SHOW,2
tm1000185,MOVIE,1
ts287853,SHOW,2
ts272422,SHOW,2
tm995613,MOVIE,1
tm1014599,MOVIE,1
tm101249,MOVIE,1
tm102740,MOVIE,1
tm989502,MOVIE,1
tm322243,MOVIE,1
tm74848,MOVIE,1
tm103095,MOVIE,1
tm1014947,MOVIE,1
ts273317,SHOW,2
ts272980,SHOW,2
tm1015103,MOVIE,1
ts275448,SHOW,2
ts279953,SHOW,2
ts286386,SHOW,2
ts236347,SHOW,2
tm1015303,MOVIE,1
tm139349,MOVIE,1
tm130999,MOVIE,1
tm1015884,MOVIE,1
tm998858,MOVIE,1
tm95507,MOVIE,1
tm1001267,MOVIE,1
ts272092,SHOW,2
tm988736,MOVIE,1
tm942277,MOVIE,1
tm96168,MOVIE,1
ts280892,SHOW,2
ts36630,SHOW,2
ts281062,SHOW,2
ts272366,SHOW,2
tm101540,MOVIE,1
ts38718,SHOW,2
tm1141594,MOVIE,1
ts317709,SHOW,2
ts273436,SHOW,2
tm1141923,MOVIE,1
ts21695,SHOW,2
tm167232,MOVIE,1
ts270742,SHOW,2
ts287703,SHOW,2
tm1024535,MOVIE,1
tm1017664,MOVIE,1
tm1000599,MOVIE,1
tm1038025,MOVIE,1
ts241486,SHOW,2
ts272669,SHOW,2
tm999927,MOVIE,1
ts273275,SHOW,2
tm90190,MOVIE,1
tm985747,MOVIE,1
ts21247,SHOW,2
ts272939,SHOW,2
tm1001108,MOVIE,1
tm1160484,MOVIE,1
ts273100,SHOW,2
tm1038096,MOVIE,1
tm1003261,MOVIE,1
ts285106,SHOW,2
tm1119272,MOVIE,1
tm1002869,MOVIE,1
ts282876,SHOW,2
tm1025318,MOVIE,1
tm996316,MOVIE,1
tm1025493,MOVIE,1
tm1025616,MOVIE,1
tm1003376,MOVIE,1
tm1003353,MOVIE,1
ts271604,SHOW,2
tm170758,MOVIE,1
tm1182144,MOVIE,1
ts285874,SHOW,2
tm1185388,MOVIE,1
ts343430,SHOW,2
tm154802,MOVIE,1
tm1018890,MOVIE,1
ts311915,SHOW,2
ts283528,SHOW,2
tm1159163,MOVIE,1
ts288540,SHOW,2
ts283610,SHOW,2
tm1000797,MOVIE,1
ts283614,SHOW,2
ts283639,SHOW,2
ts320075,SHOW,2
ts289620,SHOW,2
tm1033803,MOVIE,1
tm1080252,MOVIE,1
ts282214,SHOW,2
ts288472,SHOW,2
ts225855,SHOW,2
ts282840,SHOW,2
ts289757,SHOW,2
tm140342,MOVIE,1
ts289982,SHOW,2
ts289261,SHOW,2
ts271720,SHOW,2
tm147686,MOVIE,1
ts285471,SHOW,2
tm1043655,MOVIE,1
tm104880,MOVIE,1
tm1097142,MOVIE,1
ts306135,SHOW,2
tm1029256,MOVIE,1
tm100688,MOVIE,1
ts23808,SHOW,2
ts284702,SHOW,2
tm1119015,MOVIE,1
tm1092309,MOVIE,1
tm1026043,MOVIE,1
tm1137862,MOVIE,1
ts296825,SHOW,2
tm1052498,MOVIE,1
ts61384,SHOW,2
ts290643,SHOW,2
tm98475,MOVIE,1
tm1029279,MOVIE,1
tm1096775,MOVIE,1
tm174683,MOVIE,1
tm159796,MOVIE,1
tm1053409,MOVIE,1
tm1102868,MOVIE,1
ts226392,SHOW,2
tm1068632,MOVIE,1
tm1083068,MOVIE,1
tm1110389,MOVIE,1
tm1031448,MOVIE,1
ts285470,SHOW,2
ts285469,SHOW,2
tm1030283,MOVIE,1
ts291150,SHOW,2
tm1054462,MOVIE,1
tm1031186,MOVIE,1
tm996010,MOVIE,1
tm996040,MOVIE,1
ts1893,SHOW,2
ts291718,SHOW,2
tm1144897,MOVIE,1
tm1165118,MOVIE,1
tm1040733,MOVIE,1
tm1031499,MOVIE,1
ts286218,SHOW,2
tm98975,MOVIE,1
tm1102570,MOVIE,1
ts8308,SHOW,2
ts300456,SHOW,2
tm72140,MOVIE,1
tm1055586,MOVIE,1
tm979688,MOVIE,1
tm1177856,MOVIE,1
tm1040816,MOVIE,1
ts292270,SHOW,2
tm69386,MOVIE,1
tm97325,MOVIE,1
tm1001619,MOVIE,1
ts292446,SHOW,2
ts297247,SHOW,2
ts288744,SHOW,2
tm1107225,MOVIE,1
tm1164962,MOVIE,1
tm102848,MOVIE,1
tm1195032,MOVIE,1
ts287941,SHOW,2
tm1152224,MOVIE,1
ts287294,SHOW,2
ts287687,SHOW,2
ts293103,SHOW,2
tm1082795,MOVIE,1
tm1120855,MOVIE,1
ts287729,SHOW,2
ts293346,SHOW,2
tm95238,MOVIE,1
ts288005,SHOW,2
ts297483,SHOW,2
ts317720,SHOW,2
