id,type,type_id
ts341760,SHOW,2
tm1110212,MOVIE,1
tm1041543,MOVIE,1
tm1079334,MOVIE,1
tm1037800,MOVIE,1
tm1166015,MOVIE,1
ts317423,SHOW,2
ts70843,SHOW,2
tm1038686,MOVIE,1
tm1045603,MOVIE,1
ts293814,SHOW,2
ts280693,SHOW,2
tm1039168,MOVIE,1
ts288997,SHOW,2
tm180599,MOVIE,1
tm160621,MOVIE,1
tm1059008,MOVIE,1
tm1066324,MOVIE,1
tm1141439,MOVIE,1
ts283159,SHOW,2
ts287838,SHOW,2
tm1047190,MOVIE,1
ts311989,SHOW,2
tm861018,MOVIE,1
tm843408,MOVIE,1
tm1040688,MOVIE,1
tm1045883,MOVIE,1
ts288544,SHOW,2
tm1045018,MOVIE,1
ts286731,SHOW,2
tm1120902,MOVIE,1
tm882700,MOVIE,1
ts287741,SHOW,2
tm244325,MOVIE,1
ts320335,SHOW,2
tm171292,MOVIE,1
ts287976,SHOW,2
ts296129,SHOW,2
ts296091,SHOW,2
ts296059,SHOW,2
ts296069,SHOW,2
ts287802,SHOW,2
ts288087,SHOW,2
tm1044137,MOVIE,1
ts309676,SHOW,2
ts315041,SHOW,2
tm837802,MOVIE,1
tm475638,MOVIE,1
ts20535,SHOW,2
ts319303,SHOW,2
ts288064,SHOW,2
tm986017,MOVIE,1
tm1129394,MOVIE,1
ts301914,SHOW,2
ts296081,SHOW,2
ts296698,SHOW,2
ts297846,SHOW,2
tm998544,MOVIE,1
ts288545,SHOW,2
tm115973,MOVIE,1
tm1046969,MOVIE,1
ts243256,SHOW,2
tm810494,MOVIE,1
tm144263,MOVIE,1
tm147494,MOVIE,1
tm1158704,MOVIE,1
tm1165983,MOVIE,1
ts289364,SHOW,2
ts296179,SHOW,2
ts20917,SHOW,2
ts296214,SHOW,2
tm1102151,MOVIE,1
ts4866,SHOW,2
ts296201,SHOW,2
ts298837,SHOW,2
tm134235,MOVIE,1
ts250998,SHOW,2
tm174256,MOVIE,1
ts299865,SHOW,2
tm1064532,MOVIE,1
tm1063339,MOVIE,1
tm1064193,MOVIE,1
tm1040832,MOVIE,1
tm244207,MOVIE,1
tm1064988,MOVIE,1
tm1179579,MOVIE,1
ts328617,SHOW,2
ts299321,SHOW,2
tm1068692,MOVIE,1
tm1110527,MOVIE,1
ts297675,SHOW,2
tm344173,MOVIE,1
tm1041549,MOVIE,1
ts296563,SHOW,2
ts297065,SHOW,2
ts294338,SHOW,2
tm1068777,MOVIE,1
ts297763,SHOW,2
ts301196,SHOW,2
tm1150385,MOVIE,1
ts251061,SHOW,2
tm1183542,MOVIE,1
tm999817,MOVIE,1
tm1063790,MOVIE,1
ts331654,SHOW,2
ts301609,SHOW,2
ts301625,SHOW,2
tm1083293,MOVIE,1
tm1074764,MOVIE,1
ts300274,SHOW,2
ts299874,SHOW,2
tm1080406,MOVIE,1
tm1068348,MOVIE,1
ts343251,SHOW,2
ts21967,SHOW,2
ts82298,SHOW,2
ts302714,SHOW,2
ts304709,SHOW,2
tm1094060,MOVIE,1
tm1077013,MOVIE,1
tm1082314,MOVIE,1
ts23797,SHOW,2
ts303513,SHOW,2
tm1082359,MOVIE,1
tm1084481,MOVIE,1
ts330347,SHOW,2
ts317078,SHOW,2
tm1091155,MOVIE,1
tm1082515,MOVIE,1
ts302058,SHOW,2
tm1084966,MOVIE,1
tm323616,MOVIE,1
tm1098514,MOVIE,1
tm235979,MOVIE,1
ts302489,SHOW,2
tm1026240,MOVIE,1
ts306188,SHOW,2
tm323262,MOVIE,1
ts296581,SHOW,2
tm944307,MOVIE,1
ts319412,SHOW,2
tm976168,MOVIE,1
ts321513,SHOW,2
tm1068720,MOVIE,1
tm178201,MOVIE,1
ts14102,SHOW,2
ts304053,SHOW,2
tm1102410,MOVIE,1
ts305254,SHOW,2
ts305263,SHOW,2
ts305264,SHOW,2
ts302056,SHOW,2
tm1087932,MOVIE,1
ts9,SHOW,2
ts310331,SHOW,2
tm992279,MOVIE,1
ts306510,SHOW,2
tm1094069,MOVIE,1
ts305732,SHOW,2
ts302570,SHOW,2
tm675154,MOVIE,1
tm143510,MOVIE,1
ts17028,SHOW,2
tm1095880,MOVIE,1
ts58225,SHOW,2
ts305890,SHOW,2
tm1091284,MOVIE,1
ts287149,SHOW,2
ts307649,SHOW,2
tm1091956,MOVIE,1
ts6644,SHOW,2
ts307973,SHOW,2
ts42038,SHOW,2
ts306203,SHOW,2
tm1093287,MOVIE,1
ts308511,SHOW,2
ts308516,SHOW,2
tm1099969,MOVIE,1
ts30313,SHOW,2
ts304468,SHOW,2
tm1108010,MOVIE,1
tm1127479,MOVIE,1
tm106278,MOVIE,1
ts308053,SHOW,2
ts328317,SHOW,2
tm1822,MOVIE,1
tm1096880,MOVIE,1
tm1152323,MOVIE,1
tm1096769,MOVIE,1
ts309235,SHOW,2
ts304690,SHOW,2
ts306068,SHOW,2
ts330289,SHOW,2
tm1102856,MOVIE,1
tm272060,MOVIE,1
ts310628,SHOW,2
ts308002,SHOW,2
ts307745,SHOW,2
ts307981,SHOW,2
tm1104252,MOVIE,1
ts308845,SHOW,2
tm1049155,MOVIE,1
tm1099320,MOVIE,1
ts308838,SHOW,2
ts321437,SHOW,2
tm421437,MOVIE,1
tm266844,MOVIE,1
tm237621,MOVIE,1
tm1106551,MOVIE,1
ts310335,SHOW,2
ts84785,SHOW,2
tm1104532,MOVIE,1
ts310376,SHOW,2
tm1119455,MOVIE,1
ts282133,SHOW,2
ts317144,SHOW,2
tm1107850,MOVIE,1
tm1107848,MOVIE,1
ts328541,SHOW,2
tm1179973,MOVIE,1
tm1106888,MOVIE,1
tm1106900,MOVIE,1
ts311791,SHOW,2
ts312200,SHOW,2
ts308689,SHOW,2
tm1119331,MOVIE,1
tm888080,MOVIE,1
tm1108321,MOVIE,1
tm1118822,MOVIE,1
tm1088545,MOVIE,1
ts14520,SHOW,2
ts315144,SHOW,2
ts314395,SHOW,2
ts268102,SHOW,2
tm1107063,MOVIE,1
tm1122095,MOVIE,1
tm1111559,MOVIE,1
ts320407,SHOW,2
ts312094,SHOW,2
tm1115800,MOVIE,1
ts313668,SHOW,2
tm1107912,MOVIE,1
tm182125,MOVIE,1
tm160433,MOVIE,1
tm1108621,MOVIE,1
ts313902,SHOW,2
ts313849,SHOW,2
ts72196,SHOW,2
ts315611,SHOW,2
ts314135,SHOW,2
tm161802,MOVIE,1
tm1076198,MOVIE,1
tm166064,MOVIE,1
tm1118234,MOVIE,1
tm1120636,MOVIE,1
ts319464,SHOW,2
tm184608,MOVIE,1
ts314594,SHOW,2
tm1124066,MOVIE,1
tm420800,MOVIE,1
tm1119172,MOVIE,1
tm1130995,MOVIE,1
ts317522,SHOW,2
ts307816,SHOW,2
tm1131061,MOVIE,1
ts314963,SHOW,2
tm99450,MOVIE,1
tm91176,MOVIE,1
ts317064,SHOW,2
ts316882,SHOW,2
ts302653,SHOW,2
tm1120766,MOVIE,1
ts6506,SHOW,2
tm1128292,MOVIE,1
tm1130275,MOVIE,1
tm1125844,MOVIE,1
ts72322,SHOW,2
tm1092995,MOVIE,1
tm1114205,MOVIE,1
tm1116525,MOVIE,1
ts20660,SHOW,2
tm101684,MOVIE,1
tm166973,MOVIE,1
tm1131374,MOVIE,1
tm1131382,MOVIE,1
tm922943,MOVIE,1
tm1130264,MOVIE,1
ts317612,SHOW,2
tm160132,MOVIE,1
ts317422,SHOW,2
ts288861,SHOW,2
tm1131895,MOVIE,1
tm158304,MOVIE,1
tm165995,MOVIE,1
tm95434,MOVIE,1
tm1111616,MOVIE,1
ts320426,SHOW,2
ts30311,SHOW,2
tm164877,MOVIE,1
tm182026,MOVIE,1
tm157085,MOVIE,1
ts11,SHOW,2
ts297685,SHOW,2
tm1150256,MOVIE,1
tm106625,MOVIE,1
ts311958,SHOW,2
tm1129217,MOVIE,1
tm1141346,MOVIE,1
tm407349,MOVIE,1
tm92671,MOVIE,1
ts319460,SHOW,2
tm40319,MOVIE,1
tm170442,MOVIE,1
ts315551,SHOW,2
tm1121084,MOVIE,1
tm441231,MOVIE,1
tm35700,MOVIE,1
tm174289,MOVIE,1
tm1127511,MOVIE,1
ts317526,SHOW,2
tm172716,MOVIE,1
tm166740,MOVIE,1
tm1121098,MOVIE,1
tm165259,MOVIE,1
ts319608,SHOW,2
tm1132176,MOVIE,1
ts315549,SHOW,2
tm890013,MOVIE,1
ts320183,SHOW,2
ts322506,SHOW,2
tm179451,MOVIE,1
tm1134006,MOVIE,1
ts30288,SHOW,2
ts320557,SHOW,2
ts319333,SHOW,2
ts312241,SHOW,2
tm1137051,MOVIE,1
tm68272,MOVIE,1
ts320872,SHOW,2
tm1137797,MOVIE,1
tm219276,MOVIE,1
ts30083,SHOW,2
ts224891,SHOW,2
tm103732,MOVIE,1
tm1146393,MOVIE,1
ts320302,SHOW,2
tm1141663,MOVIE,1
tm1143058,MOVIE,1
tm134967,MOVIE,1
ts321966,SHOW,2
ts1475,SHOW,2
ts325756,SHOW,2
ts320502,SHOW,2
ts21544,SHOW,2
tm99776,MOVIE,1
tm178211,MOVIE,1
tm881575,MOVIE,1
ts178360,SHOW,2
tm91323,MOVIE,1
tm172504,MOVIE,1
tm1147172,MOVIE,1
ts321084,SHOW,2
tm1147041,MOVIE,1
tm1146635,MOVIE,1
tm175346,MOVIE,1
tm356563,MOVIE,1
tm1165179,MOVIE,1
tm161904,MOVIE,1
ts40702,SHOW,2
tm434883,MOVIE,1
tm1150727,MOVIE,1
tm639940,MOVIE,1
tm143474,MOVIE,1
tm366820,MOVIE,1
ts327074,SHOW,2
ts20457,SHOW,2
tm1162608,MOVIE,1
ts11794,SHOW,2
tm1150872,MOVIE,1
tm96037,MOVIE,1
tm48239,MOVIE,1
tm1165244,MOVIE,1
ts34737,SHOW,2
ts322267,SHOW,2
tm32982,MOVIE,1
ts326029,SHOW,2
ts30356,SHOW,2
tm205870,MOVIE,1
tm227029,MOVIE,1
tm97982,MOVIE,1
tm1159947,MOVIE,1
tm1159298,MOVIE,1
tm1159301,MOVIE,1
tm1159300,MOVIE,1
tm308960,MOVIE,1
tm168751,MOVIE,1
ts34740,SHOW,2
tm50798,MOVIE,1
tm174518,MOVIE,1
tm361958,MOVIE,1
tm244175,MOVIE,1
tm1161223,MOVIE,1
tm159593,MOVIE,1
ts53249,SHOW,2
tm340006,MOVIE,1
tm142856,MOVIE,1
ts36836,SHOW,2
tm465421,MOVIE,1
ts21511,SHOW,2
ts302363,SHOW,2
tm161804,MOVIE,1
tm1165219,MOVIE,1
tm166810,MOVIE,1
ts297132,SHOW,2
ts39112,SHOW,2
tm437221,MOVIE,1
tm91046,MOVIE,1
tm37153,MOVIE,1
tm172883,MOVIE,1
ts34087,SHOW,2
ts331680,SHOW,2
tm176128,MOVIE,1
tm100106,MOVIE,1
tm38013,MOVIE,1
tm93612,MOVIE,1
tm57610,MOVIE,1
tm1166429,MOVIE,1
tm169422,MOVIE,1
tm365122,MOVIE,1
ts9246,SHOW,2
tm178555,MOVIE,1
tm1171107,MOVIE,1
ts38159,SHOW,2
ts329699,SHOW,2
tm1168932,MOVIE,1
ts20556,SHOW,2
tm154797,MOVIE,1
ts329700,SHOW,2
tm39313,MOVIE,1
tm143085,MOVIE,1
tm172710,MOVIE,1
ts329711,SHOW,2
ts311987,SHOW,2
ts329885,SHOW,2
tm162592,MOVIE,1
ts20564,SHOW,2
ts331449,SHOW,2
ts330422,SHOW,2
tm1160938,MOVIE,1
ts330012,SHOW,2
ts292662,SHOW,2
tm1174856,MOVIE,1
ts330425,SHOW,2
ts33338,SHOW,2
tm924991,MOVIE,1
ts330402,SHOW,2
tm1174920,MOVIE,1
tm1174919,MOVIE,1
ts21580,SHOW,2
tm180532,MOVIE,1
ts42294,SHOW,2
ts331681,SHOW,2
ts333834,SHOW,2
tm1179176,MOVIE,1
tm178106,MOVIE,1
tm155102,MOVIE,1
tm104349,MOVIE,1
ts342479,SHOW,2
ts34921,SHOW,2
tm41792,MOVIE,1
tm630933,MOVIE,1
ts312044,SHOW,2
tm1185360,MOVIE,1
ts6,SHOW,2
tm239091,MOVIE,1
tm1185687,MOVIE,1
tm1183575,MOVIE,1
tm57382,MOVIE,1
tm420826,MOVIE,1
tm174190,MOVIE,1
ts21599,SHOW,2
tm172353,MOVIE,1
tm299741,MOVIE,1
tm176111,MOVIE,1
ts20458,SHOW,2
tm1185568,MOVIE,1
ts342732,SHOW,2
ts288536,SHOW,2
ts74765,SHOW,2
tm238748,MOVIE,1
tm233377,MOVIE,1
tm1043537,MOVIE,1
tm346943,MOVIE,1
ts23752,SHOW,2
tm1187638,MOVIE,1
ts23835,SHOW,2
tm167241,MOVIE,1
ts314164,SHOW,2
tm981945,MOVIE,1
ts343426,SHOW,2
tm1185421,MOVIE,1
ts344184,SHOW,2
tm1185506,MOVIE,1
ts343599,SHOW,2
ts340376,SHOW,2
tm1185374,MOVIE,1
tm1185367,MOVIE,1
tm161632,MOVIE,1
ts312984,SHOW,2
tm171042,MOVIE,1
tm161282,MOVIE,1
ts7708,SHOW,2
tm169053,MOVIE,1
ts345779,SHOW,2
tm178234,MOVIE,1
tm177958,MOVIE,1
tm139590,MOVIE,1
tm181533,MOVIE,1
ts321614,SHOW,2
tm71148,MOVIE,1
tm177258,MOVIE,1
tm160021,MOVIE,1
tm1188819,MOVIE,1
tm628693,MOVIE,1
tm1191019,MOVIE,1
ts346500,SHOW,2
ts346034,SHOW,2
tm1191860,MOVIE,1
tm164353,MOVIE,1
tm69915,MOVIE,1
tm120072,MOVIE,1
tm175909,MOVIE,1
tm30278,MOVIE,1
ts20500,SHOW,2
tm1200703,MOVIE,1
ts36647,SHOW,2
tm65765,MOVIE,1
ts346959,SHOW,2
tm869373,MOVIE,1
tm52062,MOVIE,1
tm172211,MOVIE,1
tm62210,MOVIE,1
tm176864,MOVIE,1
tm143227,MOVIE,1
ts8175,SHOW,2
tm187979,MOVIE,1
tm1204412,MOVIE,1
tm177044,MOVIE,1
tm316414,MOVIE,1
tm149578,MOVIE,1
tm204163,MOVIE,1
tm181270,MOVIE,1
tm139545,MOVIE,1
tm166628,MOVIE,1
tm74031,MOVIE,1
ts42914,SHOW,2
ts11151,SHOW,2
tm37573,MOVIE,1
tm165932,MOVIE,1
tm159623,MOVIE,1
tm181081,MOVIE,1
tm181856,MOVIE,1
ts34151,SHOW,2
tm182586,MOVIE,1
tm315255,MOVIE,1
tm59289,MOVIE,1
ts44663,SHOW,2
tm68436,MOVIE,1
ts20790,SHOW,2
tm164090,MOVIE,1
tm140877,MOVIE,1
ts278,SHOW,2
tm181366,MOVIE,1
tm212927,MOVIE,1
tm169128,MOVIE,1
tm184511,MOVIE,1
ts32835,SHOW,2
tm204035,MOVIE,1
tm176481,MOVIE,1
tm44615,MOVIE,1
tm39606,MOVIE,1
ts20281,SHOW,2
ts27468,SHOW,2
tm183176,MOVIE,1
tm140843,MOVIE,1
tm40860,MOVIE,1
ts27835,SHOW,2
tm145655,MOVIE,1
tm168400,MOVIE,1
tm171228,MOVIE,1
tm267112,MOVIE,1
tm34142,MOVIE,1
tm34746,MOVIE,1
tm176900,MOVIE,1
ts21081,SHOW,2
ts20280,SHOW,2
ts17598,SHOW,2
tm471878,MOVIE,1
tm224577,MOVIE,1
ts281927,SHOW,2
tm182322,MOVIE,1
tm53034,MOVIE,1
ts27680,SHOW,2
tm132273,MOVIE,1
tm180572,MOVIE,1
tm51412,MOVIE,1
tm175753,MOVIE,1
ts26776,SHOW,2
ts76614,SHOW,2
tm63368,MOVIE,1
tm443615,MOVIE,1
tm29400,MOVIE,1
tm69694,MOVIE,1
tm56296,MOVIE,1
ts19165,SHOW,2
tm53360,MOVIE,1
tm183805,MOVIE,1
tm72845,MOVIE,1
tm374313,MOVIE,1
ts20429,SHOW,2
tm42306,MOVIE,1
ts54102,SHOW,2
tm186408,MOVIE,1
tm66725,MOVIE,1
tm120108,MOVIE,1
ts37864,SHOW,2
tm177224,MOVIE,1
tm167342,MOVIE,1
tm47171,MOVIE,1
tm56734,MOVIE,1
tm28171,MOVIE,1
tm182429,MOVIE,1
ts43341,SHOW,2
ts20097,SHOW,2
tm60844,MOVIE,1
ts21806,SHOW,2
ts9794,SHOW,2
tm186054,MOVIE,1
ts18551,SHOW,2
tm165504,MOVIE,1
tm53829,MOVIE,1
tm147913,MOVIE,1
tm610571,MOVIE,1
tm349800,MOVIE,1
tm158692,MOVIE,1
ts167724,SHOW,2
tm183039,MOVIE,1
tm71992,MOVIE,1
ts22249,SHOW,2
tm33601,MOVIE,1
tm168685,MOVIE,1
tm38064,MOVIE,1
tm167944,MOVIE,1
tm180738,MOVIE,1
tm167107,MOVIE,1
tm54371,MOVIE,1
tm48579,MOVIE,1
ts20823,SHOW,2
tm143363,MOVIE,1
ts35282,SHOW,2
tm469911,MOVIE,1
tm59590,MOVIE,1
tm175812,MOVIE,1
tm152843,MOVIE,1
tm252609,MOVIE,1
tm434202,MOVIE,1
ts299485,SHOW,2
tm244148,MOVIE,1
tm38331,MOVIE,1
ts58137,SHOW,2
tm143299,MOVIE,1
tm53395,MOVIE,1
tm300615,MOVIE,1
tm151447,MOVIE,1
tm161525,MOVIE,1
ts87242,SHOW,2
tm242276,MOVIE,1
tm185736,MOVIE,1
tm57256,MOVIE,1
tm219259,MOVIE,1
tm208713,MOVIE,1
ts27586,SHOW,2
tm151807,MOVIE,1
ts21869,SHOW,2
ts35682,SHOW,2
ts20110,SHOW,2
ts57850,SHOW,2
tm219248,MOVIE,1
tm161562,MOVIE,1
tm37175,MOVIE,1
tm1082564,MOVIE,1
tm136601,MOVIE,1
tm171929,MOVIE,1
tm144121,MOVIE,1
tm214825,MOVIE,1
tm444017,MOVIE,1
tm187390,MOVIE,1
ts32060,SHOW,2
ts6879,SHOW,2
tm515157,MOVIE,1
tm54780,MOVIE,1
tm31739,MOVIE,1
ts296046,SHOW,2
ts33590,SHOW,2
ts16117,SHOW,2
tm49451,MOVIE,1
ts34066,SHOW,2
tm239286,MOVIE,1
tm31948,MOVIE,1
tm137693,MOVIE,1
ts39093,SHOW,2
ts20682,SHOW,2
tm327199,MOVIE,1
ts42062,SHOW,2
ts67797,SHOW,2
tm245176,MOVIE,1
tm243100,MOVIE,1
tm34646,MOVIE,1
tm60213,MOVIE,1
tm139564,MOVIE,1
tm142630,MOVIE,1
ts2727,SHOW,2
tm137002,MOVIE,1
ts20824,SHOW,2
ts19779,SHOW,2
tm179328,MOVIE,1
tm134516,MOVIE,1
ts8146,SHOW,2
ts44064,SHOW,2
tm175577,MOVIE,1
tm154729,MOVIE,1
tm179248,MOVIE,1
ts36631,SHOW,2
ts20248,SHOW,2
ts32218,SHOW,2
tm162259,MOVIE,1
tm135307,MOVIE,1
tm185208,MOVIE,1
tm244519,MOVIE,1
tm176553,MOVIE,1
tm221883,MOVIE,1
tm374132,MOVIE,1
ts521,SHOW,2
ts1639,SHOW,2
tm139841,MOVIE,1
tm143757,MOVIE,1
tm186161,MOVIE,1
tm188290,MOVIE,1
tm321627,MOVIE,1
tm178513,MOVIE,1
tm171891,MOVIE,1
ts34074,SHOW,2
tm185797,MOVIE,1
tm166723,MOVIE,1
ts20310,SHOW,2
ts39604,SHOW,2
ts53641,SHOW,2
tm598375,MOVIE,1
tm159362,MOVIE,1
tm175954,MOVIE,1
tm182275,MOVIE,1
tm183002,MOVIE,1
tm150033,MOVIE,1
tm139194,MOVIE,1
tm226948,MOVIE,1
tm151663,MOVIE,1
tm169054,MOVIE,1
tm172027,MOVIE,1
tm230551,MOVIE,1
tm234292,MOVIE,1
tm246810,MOVIE,1
tm180643,MOVIE,1
tm320144,MOVIE,1
tm260272,MOVIE,1
tm171965,MOVIE,1
tm147908,MOVIE,1
ts20709,SHOW,2
tm159296,MOVIE,1
ts20336,SHOW,2
tm285340,MOVIE,1
tm348010,MOVIE,1
tm183706,MOVIE,1
tm219173,MOVIE,1
tm155291,MOVIE,1
ts161737,SHOW,2
tm436844,MOVIE,1
tm157681,MOVIE,1
tm169294,MOVIE,1
tm151927,MOVIE,1
tm182227,MOVIE,1
ts20837,SHOW,2
ts87953,SHOW,2
tm169669,MOVIE,1
ts36127,SHOW,2
ts2161,SHOW,2
tm205684,MOVIE,1
tm188108,MOVIE,1
ts8,SHOW,2
tm183654,MOVIE,1
tm357479,MOVIE,1
ts160526,SHOW,2
tm138297,MOVIE,1
tm182969,MOVIE,1
ts32271,SHOW,2
tm237143,MOVIE,1
tm136061,MOVIE,1
ts4213,SHOW,2
tm2269,MOVIE,1
ts33840,SHOW,2
tm244758,MOVIE,1
ts22383,SHOW,2
ts11188,SHOW,2
tm471967,MOVIE,1
ts34950,SHOW,2
ts35253,SHOW,2
tm420797,MOVIE,1
ts20014,SHOW,2
tm181051,MOVIE,1
tm211478,MOVIE,1
tm158671,MOVIE,1
tm245937,MOVIE,1
tm918853,MOVIE,1
tm140436,MOVIE,1
tm178992,MOVIE,1
tm148457,MOVIE,1
tm139532,MOVIE,1
tm182580,MOVIE,1
tm310706,MOVIE,1
tm151860,MOVIE,1
ts21374,SHOW,2
tm197423,MOVIE,1
tm162271,MOVIE,1
tm211510,MOVIE,1
tm215339,MOVIE,1
ts22318,SHOW,2
tm150928,MOVIE,1
ts22445,SHOW,2
ts35354,SHOW,2
tm359713,MOVIE,1
tm285317,MOVIE,1
tm469399,MOVIE,1
tm881859,MOVIE,1
tm187505,MOVIE,1
ts158608,SHOW,2
ts56589,SHOW,2
tm163066,MOVIE,1
tm403346,MOVIE,1
tm456581,MOVIE,1
tm143984,MOVIE,1
ts10206,SHOW,2
tm208622,MOVIE,1
tm321224,MOVIE,1
tm156811,MOVIE,1
tm140911,MOVIE,1
tm143372,MOVIE,1
tm227940,MOVIE,1
tm153055,MOVIE,1
ts20288,SHOW,2
ts21885,SHOW,2
tm587320,MOVIE,1
tm187118,MOVIE,1
tm146144,MOVIE,1
tm362198,MOVIE,1
tm200690,MOVIE,1
tm148910,MOVIE,1
tm363787,MOVIE,1
ts14583,SHOW,2
tm375547,MOVIE,1
tm232464,MOVIE,1
tm153164,MOVIE,1
tm196296,MOVIE,1
tm217986,MOVIE,1
tm148976,MOVIE,1
tm138431,MOVIE,1
tm147405,MOVIE,1
tm138905,MOVIE,1
tm200926,MOVIE,1
tm352774,MOVIE,1
tm70528,MOVIE,1
tm219699,MOVIE,1
tm159819,MOVIE,1
tm300054,MOVIE,1
tm157286,MOVIE,1
tm151210,MOVIE,1
tm158546,MOVIE,1
ts16045,SHOW,2
tm157283,MOVIE,1
tm152904,MOVIE,1
ts20261,SHOW,2
tm324155,MOVIE,1
ts21981,SHOW,2
tm145791,MOVIE,1
tm232500,MOVIE,1
tm218683,MOVIE,1
ts21867,SHOW,2
ts1413,SHOW,2
tm201906,MOVIE,1
tm434553,MOVIE,1
tm158980,MOVIE,1
tm193769,MOVIE,1
ts21368,SHOW,2
ts21367,SHOW,2
tm195209,MOVIE,1
tm159094,MOVIE,1
tm155051,MOVIE,1
tm149541,MOVIE,1
ts54110,SHOW,2
ts20108,SHOW,2
ts20883,SHOW,2
ts35596,SHOW,2
tm155014,MOVIE,1
tm228574,MOVIE,1
ts35987,SHOW,2
tm135106,MOVIE,1
ts35251,SHOW,2
tm142881,MOVIE,1
tm158302,MOVIE,1
tm234136,MOVIE,1
tm317566,MOVIE,1
tm992844,MOVIE,1
tm218186,MOVIE,1
tm357552,MOVIE,1
tm160034,MOVIE,1
tm207668,MOVIE,1
tm411958,MOVIE,1
ts58010,SHOW,2
tm139922,MOVIE,1
tm157461,MOVIE,1
ts35505,SHOW,2
tm158436,MOVIE,1
tm219258,MOVIE,1
tm135543,MOVIE,1
tm376234,MOVIE,1
tm144541,MOVIE,1
tm215911,MOVIE,1
tm177645,MOVIE,1
ts41490,SHOW,2
tm230927,MOVIE,1
tm428073,MOVIE,1
ts43119,SHOW,2
tm266666,MOVIE,1
ts20292,SHOW,2
tm59372,MOVIE,1
tm841797,MOVIE,1
tm368725,MOVIE,1
tm196125,MOVIE,1
tm144046,MOVIE,1
tm142852,MOVIE,1
tm145627,MOVIE,1
tm412623,MOVIE,1
tm201365,MOVIE,1
ts3799,SHOW,2
ts11670,SHOW,2
tm202914,MOVIE,1
tm236725,MOVIE,1
tm200126,MOVIE,1
tm149038,MOVIE,1
tm138792,MOVIE,1
tm136465,MOVIE,1
tm145658,MOVIE,1
ts38090,SHOW,2
tm916405,MOVIE,1
tm212909,MOVIE,1
